@relation IBM-HR-Employee-Attrition-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Llast-weka.filters.unsupervised.attribute.Remove-R37-38-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Age numeric
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,'Sales Executive',4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,No
27,No,Travel_Rarely,1103,'Research & Development',14,3,'Life Sciences',1,1244,1,Male,42,3,1,'Research Scientist',1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,No
54,No,Travel_Frequently,966,'Research & Development',1,4,'Life Sciences',1,1245,4,Female,53,3,3,'Manufacturing Director',3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,No
44,No,Travel_Rarely,1117,'Research & Development',2,1,'Life Sciences',1,1246,1,Female,72,4,1,'Research Scientist',4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,No
29,No,Travel_Rarely,1010,'Research & Development',1,3,'Life Sciences',1,1249,1,Female,97,3,1,'Research Scientist',4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,No
54,No,Travel_Rarely,685,'Research & Development',3,3,'Life Sciences',1,1250,4,Male,85,3,4,'Research Director',4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,No
31,No,Travel_Rarely,1332,'Research & Development',11,2,Medical,1,1251,3,Male,80,3,2,'Healthcare Representative',1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,No
31,No,Travel_Rarely,1062,'Research & Development',24,3,Medical,1,1252,3,Female,96,2,2,'Healthcare Representative',1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,No
59,No,Travel_Rarely,326,Sales,3,3,'Life Sciences',1,1254,3,Female,48,2,2,'Sales Executive',4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,No
43,No,Travel_Rarely,920,'Research & Development',3,3,'Life Sciences',1,1255,3,Male,96,1,5,'Research Director',4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,No
49,No,Travel_Rarely,1098,'Research & Development',4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,No
36,No,Travel_Frequently,469,'Research & Development',3,3,'Technical Degree',1,1257,3,Male,46,3,1,'Research Scientist',2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,No
48,No,Travel_Rarely,969,'Research & Development',2,2,'Technical Degree',1,1258,4,Male,76,4,1,'Laboratory Technician',2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,No
27,No,Travel_Rarely,1167,'Research & Development',4,2,'Life Sciences',1,1259,1,Male,76,3,1,'Research Scientist',3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,No
29,No,Travel_Rarely,1329,'Research & Development',7,3,'Life Sciences',1,1260,3,Male,82,3,2,'Healthcare Representative',4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,No
48,No,Travel_Rarely,715,'Research & Development',1,3,'Life Sciences',1,1263,4,Male,76,2,5,'Research Director',4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,No
29,No,Travel_Rarely,694,'Research & Development',1,3,'Life Sciences',1,1264,4,Female,87,2,4,'Research Director',4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,No
34,No,Travel_Rarely,1320,'Research & Development',20,3,'Technical Degree',1,1265,3,Female,89,4,1,'Research Scientist',3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,No
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,No
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,'Sales Executive',3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,No
19,No,Travel_Rarely,265,'Research & Development',25,3,'Life Sciences',1,1269,2,Female,57,4,1,'Research Scientist',4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,No
25,Yes,Travel_Frequently,599,Sales,24,1,'Life Sciences',1,1273,3,Male,73,1,1,'Sales Representative',4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,Yes
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,Yes
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,No
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,'Sales Executive',1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,No
59,No,Travel_Rarely,1429,'Research & Development',18,4,Medical,1,1283,4,Male,67,3,3,'Manufacturing Director',4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,No
34,No,Travel_Frequently,135,'Research & Development',19,3,Medical,1,1285,3,Female,46,3,2,'Laboratory Technician',2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,No
28,No,Travel_Frequently,791,'Research & Development',1,4,Medical,1,1286,4,Male,44,3,1,'Laboratory Technician',3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,No
34,No,Travel_Frequently,648,'Human Resources',11,3,'Life Sciences',1,1289,3,Male,56,2,2,'Human Resources',2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,No
35,No,Travel_Rarely,735,'Research & Development',6,1,'Life Sciences',1,1291,3,Male,66,3,1,'Research Scientist',3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,No
42,No,Travel_Rarely,603,'Research & Development',7,4,Medical,1,1292,2,Female,78,4,2,'Research Scientist',2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,No
36,No,Travel_Rarely,429,'Research & Development',2,4,'Life Sciences',1,1294,3,Female,53,3,2,'Manufacturing Director',2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,No
44,Yes,Travel_Rarely,621,'Research & Development',15,3,Medical,1,1295,1,Female,73,3,3,'Healthcare Representative',4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,Yes
28,No,Travel_Frequently,193,'Research & Development',2,3,'Life Sciences',1,1296,4,Male,52,2,1,'Laboratory Technician',4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,No
51,No,Travel_Frequently,968,'Research & Development',6,2,Medical,1,1297,2,Female,40,2,1,'Laboratory Technician',3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,No
30,No,Non-Travel,879,'Research & Development',9,2,Medical,1,1298,3,Female,72,3,2,'Manufacturing Director',3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,No
29,Yes,Travel_Rarely,806,'Research & Development',7,3,'Technical Degree',1,1299,2,Female,39,3,1,'Laboratory Technician',3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,Yes
28,No,Travel_Rarely,640,'Research & Development',1,3,'Technical Degree',1,1301,4,Male,84,3,1,'Research Scientist',1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,No
25,No,Travel_Rarely,266,'Research & Development',1,3,Medical,1,1303,4,Female,40,3,1,'Research Scientist',2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,No
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,'Sales Executive',4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,No
58,No,Travel_Rarely,848,'Research & Development',23,4,'Life Sciences',1,1308,1,Male,88,3,1,'Research Scientist',3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,No
32,Yes,Travel_Rarely,1089,'Research & Development',7,2,'Life Sciences',1,1309,4,Male,79,3,2,'Laboratory Technician',3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,Yes
39,Yes,Travel_Rarely,360,'Research & Development',23,3,Medical,1,1310,3,Male,93,3,1,'Research Scientist',1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,Yes
30,No,Travel_Rarely,1138,'Research & Development',6,3,'Technical Degree',1,1311,1,Female,48,2,2,'Laboratory Technician',4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,No
36,No,Travel_Rarely,325,'Research & Development',10,4,'Technical Degree',1,1312,4,Female,63,3,3,'Healthcare Representative',3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,No
46,No,Travel_Rarely,991,'Human Resources',1,2,'Life Sciences',1,1314,4,Female,44,3,1,'Human Resources',1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,No
28,No,Non-Travel,1476,'Research & Development',1,3,'Life Sciences',1,1315,3,Female,55,1,2,'Laboratory Technician',4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,No
50,No,Travel_Rarely,1322,'Research & Development',28,3,'Life Sciences',1,1317,4,Female,43,3,4,'Research Director',1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,No
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,'Sales Executive',2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Yes
52,Yes,Travel_Rarely,1030,Sales,5,3,'Life Sciences',1,1319,2,Male,64,3,3,'Sales Executive',2,Single,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,Yes
39,No,Travel_Rarely,524,'Research & Development',18,2,'Life Sciences',1,1322,1,Male,32,3,2,'Manufacturing Director',3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,No
31,No,Non-Travel,587,Sales,2,4,'Life Sciences',1,1324,4,Female,57,3,3,'Sales Executive',3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,No
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,'Sales Executive',2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,No
31,Yes,Travel_Frequently,1060,Sales,1,3,'Life Sciences',1,1331,4,Female,54,3,1,'Sales Representative',2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,Yes
44,Yes,Travel_Rarely,935,'Research & Development',3,3,'Life Sciences',1,1333,1,Male,89,3,1,'Laboratory Technician',1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,Yes
42,No,Non-Travel,495,'Research & Development',2,1,'Life Sciences',1,1334,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,No
55,No,Travel_Rarely,282,'Research & Development',2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,No
56,No,Travel_Rarely,206,'Human Resources',8,4,'Life Sciences',1,1338,4,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,No
40,No,Non-Travel,458,'Research & Development',16,2,'Life Sciences',1,1340,3,Male,74,3,1,'Research Scientist',3,Divorced,3544,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,No
34,No,Travel_Rarely,943,'Research & Development',9,3,'Life Sciences',1,1344,4,Male,86,3,3,'Healthcare Representative',4,Divorced,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,No
40,No,Travel_Rarely,523,'Research & Development',2,3,'Life Sciences',1,1346,3,Male,98,3,2,'Research Scientist',4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,No
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,'Sales Executive',1,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,No
35,No,Travel_Frequently,482,'Research & Development',4,4,'Life Sciences',1,1350,3,Male,87,3,2,'Research Scientist',3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,No
38,No,Travel_Rarely,1009,Sales,2,2,'Life Sciences',1,1355,2,Female,31,3,2,'Sales Executive',1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,No
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,'Sales Executive',1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,No
25,No,Travel_Rarely,882,'Research & Development',19,1,Medical,1,1358,4,Male,67,3,1,'Laboratory Technician',4,Married,3669,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,No
58,Yes,Travel_Rarely,601,'Research & Development',7,4,Medical,1,1360,3,Female,53,2,3,'Manufacturing Director',1,Married,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,Yes
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,'Sales Executive',1,Married,4639,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,No
48,No,Travel_Rarely,855,'Research & Development',4,3,'Life Sciences',1,1363,4,Male,54,3,3,'Manufacturing Director',4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,No
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,'Sales Representative',4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,No
51,No,Travel_Rarely,1405,'Research & Development',11,2,'Technical Degree',1,1367,4,Female,82,2,4,'Manufacturing Director',2,Single,13142,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,No
18,No,Non-Travel,1124,'Research & Development',1,3,'Life Sciences',1,1368,4,Female,97,3,1,'Laboratory Technician',4,Single,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,No
35,No,Travel_Rarely,817,'Research & Development',1,3,Medical,1,1369,4,Female,60,2,2,'Laboratory Technician',4,Married,5363,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,No
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,4,4,'Sales Executive',3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,Yes
34,No,Travel_Rarely,285,'Research & Development',29,3,Medical,1,1377,2,Male,86,3,2,'Laboratory Technician',3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,No
31,Yes,Travel_Frequently,703,Sales,2,3,'Life Sciences',1,1379,3,Female,90,2,1,'Sales Representative',4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,Yes
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,'Sales Executive',3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Yes
38,No,Travel_Frequently,693,'Research & Development',7,3,'Life Sciences',1,1382,4,Male,57,4,1,'Research Scientist',3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,No
34,No,Travel_Rarely,404,'Research & Development',2,4,'Technical Degree',1,1383,3,Female,98,3,2,'Healthcare Representative',4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,No
28,No,Travel_Rarely,736,Sales,26,3,'Life Sciences',1,1387,3,Male,48,2,2,'Sales Executive',1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,No
31,Yes,Travel_Rarely,330,'Research & Development',22,4,Medical,1,1389,4,Male,98,3,2,'Manufacturing Director',3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Yes
39,No,Travel_Rarely,1498,Sales,21,4,'Life Sciences',1,1390,1,Male,44,2,2,'Sales Executive',4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,No
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,'Sales Executive',2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,No
41,No,Travel_Frequently,1200,'Research & Development',22,3,'Life Sciences',1,1392,4,Female,75,3,2,'Research Scientist',4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,No
37,No,Travel_Rarely,1439,'Research & Development',4,1,'Life Sciences',1,1394,3,Male,54,3,1,'Research Scientist',3,Married,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,No
33,No,Travel_Frequently,1111,Sales,5,1,'Life Sciences',1,1395,2,Male,61,3,2,'Sales Executive',4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,No
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,'Sales Executive',2,Married,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,No
25,No,Travel_Rarely,1372,Sales,18,1,'Life Sciences',1,1399,1,Male,93,4,2,'Sales Executive',3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,No
52,No,Travel_Frequently,322,'Research & Development',28,2,Medical,1,1401,4,Female,59,4,4,'Manufacturing Director',3,Married,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,No
43,No,Travel_Rarely,930,'Research & Development',6,3,Medical,1,1402,1,Female,73,2,2,'Research Scientist',3,Single,4081,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,No
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,'Sales Executive',4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,No
27,Yes,Travel_Rarely,135,'Research & Development',17,4,'Life Sciences',1,1405,4,Female,51,3,1,'Research Scientist',3,Single,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,Yes
26,No,Travel_Rarely,683,'Research & Development',2,1,Medical,1,1407,1,Male,36,2,1,'Research Scientist',4,Single,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,No
42,No,Travel_Rarely,1147,'Human Resources',10,3,'Human Resources',1,1408,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,No
52,No,Travel_Rarely,258,'Research & Development',8,4,Other,1,1409,3,Female,54,3,1,'Laboratory Technician',1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,No
37,No,Travel_Rarely,1462,'Research & Development',11,3,Medical,1,1411,1,Female,94,3,1,'Laboratory Technician',3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,No
35,No,Travel_Frequently,200,'Research & Development',18,2,'Life Sciences',1,1412,3,Male,60,3,3,'Manufacturing Director',4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,No
25,No,Travel_Rarely,949,'Research & Development',1,3,'Technical Degree',1,1415,1,Male,81,3,1,'Laboratory Technician',4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,No
26,No,Travel_Rarely,652,'Research & Development',7,3,Other,1,1417,3,Male,100,4,1,'Laboratory Technician',1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,No
29,No,Travel_Rarely,332,'Human Resources',17,3,Other,1,1419,2,Male,51,2,3,'Human Resources',1,Single,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,No
29,Yes,Travel_Frequently,337,'Research & Development',14,1,Other,1,1421,3,Female,84,3,3,'Healthcare Representative',4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,Yes
54,No,Travel_Rarely,971,'Research & Development',1,3,Medical,1,1422,4,Female,54,3,4,'Research Director',4,Single,17328,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,No
55,No,Travel_Rarely,1136,'Research & Development',1,4,Medical,1,1424,2,Male,81,4,4,'Research Director',4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,No
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,'Sales Executive',2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,No
31,Yes,Travel_Frequently,667,Sales,1,4,'Life Sciences',1,1427,2,Female,50,1,1,'Sales Representative',3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,Yes
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,'Sales Executive',1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,No
31,No,Travel_Rarely,182,'Research & Development',8,5,'Life Sciences',1,1430,1,Female,93,3,4,'Research Director',2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,No
34,No,Travel_Frequently,560,'Research & Development',1,4,Other,1,1431,4,Male,91,3,1,'Research Scientist',1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,No
31,Yes,Travel_Rarely,202,'Research & Development',8,3,'Life Sciences',1,1433,1,Female,34,2,1,'Research Scientist',2,Single,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
27,No,Travel_Rarely,1377,'Research & Development',11,1,'Life Sciences',1,1434,2,Male,91,3,1,'Laboratory Technician',1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,No
36,No,Travel_Rarely,172,'Research & Development',4,4,'Life Sciences',1,1435,1,Male,37,2,2,'Laboratory Technician',4,Single,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,No
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,'Sales Executive',1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,No
47,No,Travel_Rarely,465,'Research & Development',1,3,'Technical Degree',1,1438,1,Male,74,3,1,'Research Scientist',4,Married,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,No
25,Yes,Travel_Rarely,383,Sales,9,2,'Life Sciences',1,1439,1,Male,68,2,1,'Sales Representative',1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,Yes
37,No,Non-Travel,1413,'Research & Development',5,2,'Technical Degree',1,1440,3,Male,84,4,1,'Laboratory Technician',3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,No
47,No,Travel_Rarely,359,'Research & Development',2,4,Medical,1,1443,1,Female,82,3,4,'Research Director',3,Married,17169,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,No
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,'Sales Executive',3,Married,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,No
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,97,3,2,'Sales Executive',4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,No
34,No,Travel_Rarely,401,'Research & Development',1,3,'Life Sciences',1,1447,4,Female,86,2,1,'Laboratory Technician',2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,No
41,No,Travel_Rarely,1283,'Research & Development',5,5,Medical,1,1448,2,Male,90,4,1,'Research Scientist',3,Married,2127,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,No
40,No,Non-Travel,663,'Research & Development',9,4,Other,1,1449,3,Male,81,3,2,'Laboratory Technician',3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,No
31,No,Travel_Rarely,326,Sales,8,2,'Life Sciences',1,1453,1,Male,31,3,3,'Sales Executive',4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,No
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,'Sales Executive',4,Divorced,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,Yes
31,Yes,Travel_Frequently,1445,'Research & Development',1,5,'Life Sciences',1,1459,3,Female,100,4,3,'Manufacturing Director',2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,Yes
45,No,Travel_Rarely,1038,'Research & Development',20,3,Medical,1,1460,2,Male,95,1,3,'Healthcare Representative',1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,No
31,No,Travel_Rarely,1398,'Human Resources',8,2,Medical,1,1461,4,Female,96,4,1,'Human Resources',2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,No
31,Yes,Travel_Frequently,523,'Research & Development',2,3,'Life Sciences',1,1464,2,Male,94,3,1,'Laboratory Technician',4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Yes
45,No,Travel_Rarely,1448,'Research & Development',29,3,'Technical Degree',1,1465,2,Male,55,3,3,'Manufacturing Director',4,Married,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,No
